	acc_observed	blca_observed	brca_observed	cesc_observed	chol_observed	coad_observed	dlbc_observed	esca_observed	gbm_observed	hnsc_observed	kich_observed	kirc_observed	kirp_observed	laml_observed	lgg_observed	lihc_observed	luad_observed	lusc_observed	meso_observed	ov_observed	paad_observed	pcpg_observed	prad_observed	read_observed	sarc_observed	skcm_observed	stad_observed	tgct_observed	thca_observed	thym_observed	ucec_observed	ucs_observed	uvm_observed	pancancer_observed
TBC1D12	0.0	4.0	5.0	4.0	0.0	9.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	1.0	3.0	5.0	2.0	0.0	2.0	1.0	0.0	0.0	3.0	1.0	5.0	3.0	0.0	0.0	0.0	24.0	0.0	0.0	78.0
TBC1D13	1.0	1.0	4.0	1.0	0.0	3.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	10.0	7.0	0.0	0.0	0.0	16.0	0.0	0.0	59.0
TBC1D14	0.0	3.0	2.0	4.0	0.0	11.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	9.0	8.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	12.0	6.0	0.0	1.0	0.0	25.0	0.0	0.0	97.0
TBC1D15	0.0	10.0	8.0	1.0	0.0	8.0	0.0	2.0	2.0	5.0	0.0	2.0	2.0	0.0	2.0	1.0	5.0	7.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	11.0	9.0	0.0	0.0	0.0	30.0	0.0	1.0	112.0
TBC1D16	1.0	7.0	4.0	2.0	0.0	11.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	10.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	10.0	12.0	0.0	1.0	0.0	27.0	1.0	0.0	101.0
TBC1D17	0.0	5.0	6.0	2.0	0.0	10.0	0.0	1.0	1.0	4.0	0.0	0.0	2.0	0.0	2.0	1.0	6.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	12.0	3.0	0.0	0.0	0.0	18.0	1.0	0.0	80.0
TBC1D19	0.0	4.0	4.0	3.0	0.0	6.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	11.0	7.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	11.0	4.0	0.0	0.0	0.0	33.0	0.0	0.0	95.0
TBC1D2	0.0	7.0	5.0	3.0	0.0	8.0	0.0	0.0	4.0	5.0	0.0	1.0	0.0	0.0	3.0	0.0	10.0	3.0	0.0	2.0	1.0	1.0	6.0	1.0	0.0	15.0	10.0	0.0	2.0	0.0	27.0	1.0	0.0	115.0
TBC1D20	0.0	7.0	2.0	1.0	0.0	6.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	2.0	0.0	0.0	0.0	16.0	0.0	0.0	60.0
TBC1D21	1.0	1.0	6.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0	4.0	0.0	1.0	0.0	15.0	1.0	0.0	71.0
TBC1D22A	0.0	3.0	4.0	2.0	0.0	8.0	0.0	2.0	1.0	3.0	1.0	0.0	4.0	0.0	2.0	2.0	9.0	4.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	10.0	10.0	1.0	0.0	0.0	21.0	1.0	0.0	95.0
TBC1D22B	0.0	2.0	6.0	3.0	0.0	8.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	15.0	6.0	0.0	1.0	0.0	19.0	0.0	0.0	75.0
TBC1D23	0.0	4.0	5.0	0.0	0.0	6.0	1.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	8.0	8.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	10.0	9.0	0.0	0.0	0.0	31.0	0.0	0.0	95.0
TBC1D24	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	31.0
TBC1D25	0.0	2.0	12.0	5.0	0.0	19.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	4.0	2.0	7.0	11.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	14.0	6.0	0.0	0.0	0.0	41.0	1.0	0.0	133.0
TBC1D26	0.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	34.0
TBC1D28	0.0	2.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	10.0	1.0	0.0	40.0
TBC1D29	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	25.0
TBC1D2B	1.0	4.0	7.0	4.0	0.0	12.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	6.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	23.0	3.0	0.0	1.0	1.0	33.0	0.0	0.0	116.0
TBC1D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
TBC1D31	1.0	8.0	11.0	2.0	0.0	11.0	0.0	3.0	4.0	6.0	0.0	2.0	2.0	2.0	3.0	1.0	12.0	7.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	14.0	9.0	0.0	0.0	0.0	35.0	0.0	0.0	139.0
TBC1D32	3.0	7.0	9.0	3.0	0.0	16.0	0.0	9.0	7.0	11.0	0.0	0.0	1.0	2.0	0.0	5.0	15.0	16.0	0.0	2.0	2.0	0.0	3.0	5.0	2.0	28.0	18.0	1.0	1.0	0.0	44.0	1.0	0.0	211.0
TBC1D3B	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	12.0	4.0	0.0	0.0	0.0	10.0	0.0	0.0	47.0
TBC1D3C	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	15.0
TBC1D3F	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	26.0
TBC1D3G	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	17.0
TBC1D3H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
TBC1D4	1.0	11.0	15.0	1.0	0.0	16.0	0.0	2.0	3.0	10.0	0.0	1.0	0.0	1.0	4.0	3.0	10.0	10.0	0.0	7.0	0.0	0.0	2.0	5.0	3.0	25.0	20.0	0.0	0.0	0.0	49.0	0.0	0.0	199.0
TBC1D5	0.0	8.0	7.0	5.0	0.0	12.0	0.0	2.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	12.0	4.0	0.0	2.0	1.0	0.0	2.0	3.0	2.0	29.0	9.0	0.0	1.0	0.0	28.0	1.0	0.0	136.0
TBC1D7	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	2.0	5.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	6.0	3.0	0.0	2.0	0.0	20.0	1.0	0.0	55.0
TBC1D8	1.0	6.0	16.0	2.0	1.0	15.0	0.0	4.0	7.0	4.0	0.0	2.0	0.0	1.0	1.0	2.0	8.0	7.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	25.0	11.0	0.0	0.0	0.0	41.0	1.0	0.0	161.0
TBC1D8B	1.0	16.0	10.0	5.0	0.0	12.0	0.0	0.0	5.0	3.0	0.0	4.0	0.0	2.0	4.0	0.0	12.0	14.0	0.0	7.0	0.0	0.0	1.0	6.0	2.0	36.0	9.0	0.0	1.0	1.0	53.0	1.0	0.0	205.0
TBC1D9	0.0	8.0	6.0	3.0	0.0	18.0	1.0	4.0	4.0	6.0	0.0	0.0	1.0	0.0	4.0	4.0	12.0	11.0	0.0	1.0	4.0	0.0	1.0	5.0	2.0	40.0	14.0	1.0	1.0	0.0	43.0	2.0	0.0	196.0
TBC1D9B	1.0	8.0	7.0	4.0	0.0	18.0	0.0	1.0	4.0	4.0	0.0	3.0	4.0	0.0	1.0	3.0	7.0	6.0	1.0	1.0	2.0	0.0	0.0	4.0	4.0	30.0	19.0	0.0	1.0	0.0	30.0	1.0	0.0	164.0
TBCA	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0
TBCB	1.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	6.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	27.0
TBCC	0.0	3.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	35.0
TBCCD1	0.0	3.0	2.0	1.0	1.0	8.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	3.0	1.0	0.0	2.0	3.0	1.0	12.0	4.0	0.0	1.0	0.0	13.0	0.0	0.0	73.0
TBCD	0.0	10.0	9.0	4.0	0.0	9.0	0.0	2.0	2.0	4.0	0.0	2.0	3.0	0.0	1.0	4.0	9.0	4.0	1.0	4.0	1.0	0.0	3.0	4.0	2.0	35.0	15.0	0.0	0.0	0.0	45.0	0.0	1.0	174.0
TBCE	0.0	7.0	6.0	0.0	0.0	3.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	6.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	1.0	1.0	0.0	1.0	23.0	0.0	0.0	73.0
TBCEL	0.0	2.0	5.0	1.0	0.0	5.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	15.0	9.0	0.0	1.0	1.0	15.0	0.0	0.0	69.0
TBCK	0.0	8.0	4.0	4.0	0.0	8.0	0.0	3.0	2.0	9.0	0.0	1.0	3.0	0.0	2.0	3.0	7.0	9.0	0.0	4.0	2.0	0.0	2.0	4.0	0.0	21.0	7.0	0.0	0.0	0.0	33.0	0.0	0.0	136.0
TBK1	0.0	7.0	3.0	5.0	0.0	12.0	0.0	0.0	3.0	3.0	0.0	1.0	1.0	1.0	2.0	1.0	3.0	10.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	11.0	7.0	0.0	1.0	0.0	30.0	1.0	0.0	108.0
TBKBP1	0.0	7.0	2.0	0.0	0.0	5.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	7.0	5.0	0.0	0.0	0.0	16.0	0.0	0.0	58.0
TBL1X	2.0	5.0	7.0	1.0	0.0	8.0	0.0	1.0	3.0	6.0	0.0	3.0	2.0	1.0	0.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	11.0	0.0	0.0	0.0	28.0	0.0	0.0	102.0
TBL1XR1	0.0	9.0	11.0	8.0	0.0	10.0	3.0	3.0	1.0	4.0	0.0	3.0	3.0	1.0	2.0	2.0	6.0	8.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	7.0	9.0	0.0	0.0	0.0	36.0	1.0	0.0	132.0
TBL1Y	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
TBL2	1.0	1.0	4.0	0.0	0.0	10.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	4.0	0.0	2.0	0.0	19.0	1.0	1.0	74.0
TBL3	0.0	4.0	7.0	4.0	0.0	7.0	0.0	2.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	4.0	7.0	3.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	13.0	8.0	1.0	0.0	0.0	17.0	0.0	0.0	93.0
TBP	0.0	2.0	6.0	1.0	0.0	1.0	0.0	2.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	14.0	0.0	0.0	55.0
TBPL1	0.0	2.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	27.0
TBPL2	1.0	0.0	4.0	2.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	6.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	10.0	6.0	0.0	0.0	0.0	18.0	0.0	0.0	66.0
TBR1	1.0	4.0	3.0	2.0	0.0	10.0	0.0	1.0	3.0	5.0	0.0	0.0	0.0	0.0	2.0	2.0	16.0	10.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	17.0	6.0	0.0	0.0	0.0	20.0	0.0	0.0	104.0
TBRG1	0.0	1.0	3.0	3.0	0.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	36.0
TBRG4	1.0	7.0	2.0	0.0	0.0	8.0	0.0	1.0	3.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	6.0	3.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	10.0	8.0	0.0	0.0	0.0	20.0	0.0	0.0	80.0
TBX1	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	8.0	2.0	0.0	31.0
TBX10	0.0	1.0	1.0	3.0	0.0	7.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	1.0	6.0	5.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	14.0	9.0	0.0	0.0	0.0	16.0	0.0	0.0	75.0
TBX15	1.0	6.0	5.0	1.0	0.0	6.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	2.0	0.0	24.0	14.0	0.0	4.0	2.0	0.0	2.0	3.0	0.0	45.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	142.0
TBX18	1.0	2.0	8.0	2.0	0.0	19.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	1.0	1.0	6.0	19.0	20.0	0.0	1.0	0.0	0.0	3.0	2.0	1.0	33.0	16.0	0.0	2.0	1.0	22.0	0.0	0.0	168.0
TBX19	0.0	5.0	6.0	2.0	0.0	6.0	1.0	1.0	3.0	4.0	1.0	1.0	0.0	0.0	0.0	3.0	6.0	8.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	14.0	3.0	0.0	0.0	0.0	24.0	0.0	0.0	94.0
TBX2	1.0	6.0	1.0	3.0	0.0	9.0	0.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	4.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	13.0	11.0	0.0	0.0	0.0	20.0	2.0	0.0	91.0
TBX20	0.0	2.0	6.0	4.0	0.0	12.0	0.0	4.0	2.0	6.0	0.0	0.0	1.0	0.0	1.0	3.0	14.0	11.0	0.0	4.0	2.0	0.0	3.0	3.0	1.0	25.0	3.0	0.0	1.0	0.0	14.0	0.0	0.0	122.0
TBX21	1.0	1.0	2.0	2.0	0.0	3.0	0.0	1.0	3.0	3.0	0.0	2.0	2.0	0.0	1.0	0.0	16.0	5.0	1.0	5.0	0.0	0.0	0.0	2.0	1.0	13.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	84.0
TBX22	1.0	4.0	7.0	7.0	0.0	9.0	0.0	4.0	2.0	13.0	0.0	1.0	0.0	0.0	2.0	1.0	28.0	23.0	0.0	3.0	2.0	0.0	0.0	1.0	2.0	21.0	9.0	0.0	0.0	0.0	35.0	0.0	0.0	175.0
TBX3	1.0	9.0	33.0	5.0	1.0	19.0	1.0	1.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	4.0	14.0	10.0	1.0	5.0	2.0	0.0	3.0	3.0	0.0	12.0	9.0	0.0	1.0	1.0	27.0	0.0	0.0	168.0
TBX4	1.0	6.0	4.0	4.0	0.0	12.0	0.0	2.0	3.0	3.0	0.0	2.0	1.0	0.0	0.0	3.0	18.0	12.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	17.0	10.0	0.0	0.0	0.0	22.0	1.0	0.0	128.0
TBX5	0.0	8.0	5.0	3.0	0.0	17.0	1.0	5.0	3.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	24.0	16.0	0.0	5.0	2.0	0.0	2.0	3.0	4.0	20.0	16.0	0.0	1.0	1.0	38.0	1.0	1.0	183.0
TBX6	0.0	3.0	2.0	2.0	0.0	5.0	0.0	0.0	2.0	4.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	17.0	0.0	2.0	60.0
TBXA2R	1.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	1.0	2.0	0.0	2.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	5.0	0.0	2.0	7.0	10.0	0.0	0.0	0.0	8.0	0.0	0.0	52.0
TBXAS1	0.0	4.0	5.0	1.0	0.0	9.0	0.0	1.0	3.0	5.0	0.0	1.0	0.0	0.0	1.0	1.0	11.0	10.0	0.0	4.0	1.0	0.0	2.0	3.0	4.0	26.0	5.0	0.0	0.0	1.0	23.0	2.0	0.0	123.0
TC2N	0.0	7.0	6.0	1.0	0.0	8.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	3.0	1.0	6.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	31.0	3.0	0.0	0.0	0.0	23.0	0.0	0.0	102.0
TCAF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCAF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCAIM	0.0	4.0	3.0	2.0	0.0	5.0	0.0	1.0	2.0	5.0	0.0	0.0	1.0	0.0	1.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	16.0	4.0	0.0	0.0	0.0	22.0	0.0	0.0	79.0
TCAP	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	19.0
TCEA1	0.0	0.0	4.0	3.0	0.0	6.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	6.0	5.0	0.0	0.0	0.0	17.0	0.0	0.0	58.0
TCEA2	0.0	6.0	1.0	3.0	0.0	8.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	9.0	4.0	0.0	1.0	0.0	12.0	0.0	0.0	59.0
TCEA3	0.0	6.0	2.0	3.0	0.0	6.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	7.0	1.0	0.0	1.0	0.0	18.0	1.0	0.0	58.0
TCEAL1	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	26.0
TCEAL2	1.0	2.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	9.0	5.0	0.0	0.0	0.0	13.0	0.0	0.0	56.0
TCEAL3	1.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	13.0	0.0	0.0	42.0
TCEAL4	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	15.0	0.0	0.0	34.0
TCEAL5	0.0	1.0	1.0	0.0	0.0	5.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	6.0	0.0	1.0	0.0	14.0	1.0	0.0	56.0
TCEAL6	1.0	0.0	2.0	1.0	0.0	4.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	11.0	8.0	0.0	1.0	0.0	17.0	0.0	0.0	67.0
TCEAL7	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	17.0
TCEAL8	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	21.0
TCEAL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCEANC	0.0	2.0	3.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	1.0	0.0	0.0	17.0	0.0	0.0	45.0
TCEANC2	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	32.0
TCERG1	1.0	4.0	6.0	7.0	0.0	22.0	0.0	1.0	1.0	11.0	0.0	4.0	3.0	0.0	0.0	3.0	10.0	8.0	0.0	3.0	1.0	0.0	3.0	4.0	1.0	21.0	19.0	0.0	0.0	0.0	55.0	0.0	0.0	188.0
TCERG1L	0.0	2.0	4.0	5.0	0.0	12.0	1.0	3.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0	15.0	5.0	0.0	4.0	2.0	0.0	1.0	1.0	1.0	13.0	8.0	0.0	1.0	0.0	34.0	0.0	0.0	120.0
TCF12	0.0	8.0	7.0	4.0	0.0	16.0	1.0	3.0	6.0	3.0	0.0	3.0	2.0	4.0	14.0	1.0	8.0	7.0	0.0	2.0	0.0	0.0	1.0	4.0	2.0	17.0	13.0	0.0	0.0	0.0	24.0	0.0	0.0	150.0
TCF15	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
TCF19	0.0	4.0	1.0	1.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	7.0	6.0	0.0	0.0	0.0	12.0	0.0	1.0	51.0
TCF20	0.0	12.0	10.0	13.0	0.0	23.0	1.0	4.0	4.0	7.0	1.0	5.0	1.0	2.0	2.0	10.0	16.0	11.0	0.0	10.0	2.0	0.0	4.0	4.0	1.0	25.0	17.0	0.0	0.0	1.0	57.0	2.0	0.0	245.0
TCF21	0.0	5.0	2.0	2.0	0.0	3.0	0.0	0.0	2.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	5.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	9.0	0.0	0.0	57.0
